frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.len,frame.len
1781429913.882334593,192.168.1.12,192.168.1.132,53798,22,92,148
1781429913.890788958,192.168.1.132,192.168.1.12,22,53798,100,156
1781429913.914905323,192.168.1.132,192.168.1.12,22,53798,92,148
1781429913.917078917,192.168.1.12,192.168.1.132,53798,22,0,62
1781429913.921299993,192.168.1.12,192.168.1.132,53798,22,92,148
1781429913.930060231,192.168.1.132,192.168.1.12,22,53798,100,156
1781429913.974025089,192.168.1.12,192.168.1.132,53798,22,0,62
1781429914.186988981,192.168.1.132,192.168.1.12,22,53798,92,148
1781429914.228346057,192.168.1.12,192.168.1.132,53798,22,0,62
1781429914.250875539,192.168.1.12,192.168.1.132,53798,22,92,148
1781429914.265003389,192.168.1.132,192.168.1.12,22,53798,100,156
1781429914.307168445,192.168.1.12,192.168.1.132,53798,22,0,62
1781429914.611385471,192.168.1.12,192.168.1.132,53798,22,100,156
1781429914.621010463,192.168.1.132,192.168.1.12,22,53798,100,156
1781429914.659781877,192.168.1.12,192.168.1.132,53798,22,84,140
1781429914.683913483,192.168.1.12,192.168.1.132,53798,22,84,140
1781429914.685146487,192.168.1.132,192.168.1.12,22,53798,0,56
1781429914.696023907,192.168.1.12,192.168.1.132,53798,22,92,148
1781429914.704237490,192.168.1.132,192.168.1.12,22,53798,100,156
1781429914.723859167,192.168.1.132,192.168.1.12,22,53798,92,148
1781429914.729393913,192.168.1.12,192.168.1.132,53798,22,0,62
1781429914.782526968,192.168.1.12,192.168.1.132,53798,22,92,148
1781429914.796443133,192.168.1.132,192.168.1.12,22,53798,100,156
1781429914.839167059,192.168.1.12,192.168.1.132,53798,22,0,62
1781429915.184890365,192.168.1.132,192.168.1.12,22,53798,92,148
1781429915.229969632,192.168.1.12,192.168.1.132,53798,22,0,62
1781429915.231132393,192.168.1.132,192.168.1.12,22,53798,92,148
1781429915.244565813,192.168.1.12,192.168.1.132,53798,22,92,148
1781429915.245909506,192.168.1.12,192.168.1.132,53798,22,100,156
1781429915.246820764,192.168.1.132,192.168.1.12,22,53798,0,56
1781429915.257562045,192.168.1.132,192.168.1.12,22,53798,92,148
1781429915.296744370,192.168.1.132,192.168.1.12,22,53798,116,172
1781429915.298488999,192.168.1.12,192.168.1.132,53798,22,0,62
1781429915.329852690,192.168.1.12,192.168.1.132,53798,22,92,148
1781429915.341569844,192.168.1.132,192.168.1.12,22,53798,100,156
1781429915.385205481,192.168.1.12,192.168.1.132,53798,22,0,62
1781429915.841250449,100.75.21.72,100.88.89.12,22,56158,52,108
1781429915.861186650,192.168.1.132,192.168.1.12,22,53798,92,148
1781429915.903574054,192.168.1.12,192.168.1.132,53798,22,0,62
1781429915.923610612,192.168.1.12,192.168.1.132,53798,22,92,148
1781429915.963114817,192.168.1.132,192.168.1.12,22,53798,100,156
1781429916.005706856,192.168.1.12,192.168.1.132,53798,22,0,62
1781429916.010253184,100.88.89.12,100.75.21.72,56158,22,0,56
1781429916.184253925,192.168.1.132,192.168.1.12,22,53798,84,140
1781429916.226703788,192.168.1.12,192.168.1.132,53798,22,0,62
1781429916.332223964,192.168.1.132,192.168.1.12,22,53798,92,148
1781429916.382102711,192.168.1.12,192.168.1.132,53798,22,0,62
1781429916.398528075,192.168.1.12,192.168.1.132,53798,22,92,148
1781429916.410717027,192.168.1.132,192.168.1.12,22,53798,100,156
1781429916.464359478,192.168.1.12,192.168.1.132,53798,22,0,62
1781429916.851051665,192.168.1.132,192.168.1.12,22,53798,92,148
1781429916.894651630,192.168.1.12,192.168.1.132,53798,22,0,62
1781429916.908925714,192.168.1.132,192.168.1.12,22,53798,92,148
1781429916.909862581,192.168.1.12,192.168.1.132,53798,22,92,148
1781429916.913817331,192.168.1.12,192.168.1.132,53798,22,92,148
1781429916.914877632,192.168.1.132,192.168.1.12,22,53798,0,56
1781429916.918122069,192.168.1.132,192.168.1.12,22,53798,100,156
1781429916.960437420,192.168.1.12,192.168.1.132,53798,22,0,62
1781429916.962321639,192.168.1.132,192.168.1.12,22,53798,100,156
1781429917.003757737,192.168.1.12,192.168.1.132,53798,22,0,62
1781429917.433161238,100.88.89.12,100.75.21.72,56158,22,84,140
1781429917.433216128,100.75.21.72,100.88.89.12,22,56158,0,56
1781429917.544499062,192.168.1.132,192.168.1.12,22,53798,92,148
1781429917.585910996,192.168.1.12,192.168.1.132,53798,22,0,62
1781429917.604385732,192.168.1.12,192.168.1.132,53798,22,100,156
1781429917.617165552,192.168.1.132,192.168.1.12,22,53798,100,156
1781429917.660078606,192.168.1.12,192.168.1.132,53798,22,0,62
1781429918.163724954,192.168.1.132,192.168.1.12,22,53798,92,148
1781429918.165791759,192.168.1.132,192.168.1.12,22,53798,92,148
1781429918.167740126,192.168.1.12,192.168.1.132,53798,22,0,62
1781429918.224974200,192.168.1.12,192.168.1.132,53798,22,92,148
1781429918.232075520,192.168.1.132,192.168.1.12,22,53798,100,156
1781429918.275510523,192.168.1.12,192.168.1.132,53798,22,0,62
1781429918.706846338,192.168.1.12,192.168.1.132,53798,22,92,148
1781429918.733521113,192.168.1.132,192.168.1.12,22,53798,100,156
1781429918.761834644,192.168.1.132,192.168.1.12,22,53798,92,148
1781429918.764680077,192.168.1.12,192.168.1.132,53798,22,0,62
1781429918.833851556,192.168.1.12,192.168.1.132,53798,22,92,148
1781429918.851204375,192.168.1.132,192.168.1.12,22,53798,100,156
1781429918.893927347,192.168.1.12,192.168.1.132,53798,22,0,62
1781429919.375539925,192.168.1.132,192.168.1.12,22,53798,92,148
1781429919.422480134,192.168.1.12,192.168.1.132,53798,22,0,62
1781429919.447139166,192.168.1.12,192.168.1.132,53798,22,92,148
1781429919.463746247,192.168.1.132,192.168.1.12,22,53798,100,156
1781429919.505005062,192.168.1.12,192.168.1.132,53798,22,0,62
1781429919.659871222,192.168.1.12,192.168.1.132,53798,22,84,140
1781429919.681823468,192.168.1.12,192.168.1.132,53798,22,84,140
1781429919.686292486,192.168.1.132,192.168.1.12,22,53798,0,56
1781429919.886227558,192.168.1.132,192.168.1.12,22,53798,92,148
1781429919.930989303,192.168.1.12,192.168.1.132,53798,22,0,62
1781429919.965108810,192.168.1.12,192.168.1.132,53798,22,92,148
1781429919.983179610,192.168.1.132,192.168.1.12,22,53798,100,156
1781429920.030459126,192.168.1.12,192.168.1.132,53798,22,0,62
1781429920.372439128,192.168.1.132,192.168.1.12,22,53798,92,148
1781429920.407714055,100.75.21.72,100.88.89.12,22,56158,52,108
1781429920.424146303,192.168.1.12,192.168.1.132,53798,22,0,62
1781429920.435097399,192.168.1.12,192.168.1.132,53798,22,92,148
1781429920.451082733,192.168.1.132,192.168.1.12,22,53798,100,156
1781429920.494201906,192.168.1.12,192.168.1.132,53798,22,0,62
1781429920.567731231,100.88.89.12,100.75.21.72,56158,22,0,56
1781429920.708237936,192.168.1.12,192.168.1.132,53798,22,92,148
1781429920.727504945,192.168.1.132,192.168.1.12,22,53798,100,156
1781429920.769687941,192.168.1.12,192.168.1.132,53798,22,0,62
1781429920.937092865,192.168.1.132,192.168.1.12,22,53798,92,148
1781429920.978941247,192.168.1.12,192.168.1.132,53798,22,0,62
1781429920.993952123,192.168.1.12,192.168.1.132,53798,22,92,148
1781429921.025358450,192.168.1.132,192.168.1.12,22,53798,100,156
1781429921.071141061,192.168.1.12,192.168.1.132,53798,22,0,62
1781429921.184909016,192.168.1.132,192.168.1.12,22,53798,84,140
1781429921.225328005,192.168.1.12,192.168.1.132,53798,22,0,62
1781429921.449276556,100.65.202.109,100.75.21.72,54347,22,0,68
1781429921.452690825,100.75.21.72,100.65.202.109,22,54347,0,68
1781429921.556196352,192.168.1.132,192.168.1.12,22,53798,92,148
1781429921.572051092,100.65.202.109,100.75.21.72,54347,22,0,56
1781429921.596796571,100.65.202.109,100.75.21.72,54347,22,21,77
1781429921.596871891,100.75.21.72,100.65.202.109,22,54347,0,56
1781429921.603073828,192.168.1.12,192.168.1.132,53798,22,0,62
1781429921.616501442,192.168.1.12,192.168.1.132,53798,22,92,148
1781429921.639128113,192.168.1.132,192.168.1.12,22,53798,100,156
1781429921.690466578,192.168.1.12,192.168.1.132,53798,22,0,62
1781429921.706513327,100.75.21.72,100.65.202.109,22,54347,42,98
1781429921.829047485,100.65.202.109,100.75.21.72,54347,22,1240,1296
1781429921.829127477,100.75.21.72,100.65.202.109,22,54347,1112,1168
1781429921.829161354,100.65.202.109,100.75.21.72,54347,22,296,352
1781429921.861857066,100.88.89.12,100.75.21.72,56158,22,84,140
1781429921.862088288,100.75.21.72,100.88.89.12,22,56158,0,56
1781429921.871995189,100.75.21.72,100.65.202.109,22,54347,0,56
1781429922.003611561,100.65.202.109,100.75.21.72,54347,22,0,56
1781429922.056438631,192.168.1.132,192.168.1.12,22,53798,92,148
1781429922.084128490,100.65.202.109,100.75.21.72,54347,22,1208,1264
1781429922.084206345,100.75.21.72,100.65.202.109,22,54347,0,56
1781429922.098941279,192.168.1.12,192.168.1.132,53798,22,0,62
1781429922.123703072,192.168.1.12,192.168.1.132,53798,22,92,148
1781429922.150556849,192.168.1.132,192.168.1.12,22,53798,92,148
1781429922.160761421,192.168.1.12,192.168.1.132,53798,22,92,148
1781429922.182232275,192.168.1.132,192.168.1.12,22,53798,100,156
1781429922.195041512,100.75.21.72,100.65.202.109,22,54347,1564,1620
1781429922.222405555,192.168.1.132,192.168.1.12,22,53798,100,156
1781429922.224528142,192.168.1.12,192.168.1.132,53798,22,0,62
1781429922.310259919,100.65.202.109,100.75.21.72,54347,22,0,56
1781429922.353883604,100.65.202.109,100.75.21.72,54347,22,16,72
1781429922.354043878,100.75.21.72,100.65.202.109,22,54347,0,56
1781429922.469712155,100.65.202.109,100.75.21.72,54347,22,44,100
1781429922.469948089,100.75.21.72,100.65.202.109,22,54347,0,56
1781429922.471131030,100.75.21.72,100.65.202.109,22,54347,44,100
1781429922.586146605,100.65.202.109,100.75.21.72,54347,22,60,116
1781429922.592958086,100.75.21.72,100.65.202.109,22,54347,52,108
1781429922.613425087,192.168.1.132,192.168.1.12,22,53798,92,148
1781429922.655669149,192.168.1.12,192.168.1.132,53798,22,0,62
1781429922.673823174,192.168.1.12,192.168.1.132,53798,22,92,148
1781429922.689718299,192.168.1.132,192.168.1.12,22,53798,100,156
1781429922.706562072,192.168.1.12,192.168.1.132,53798,22,92,148
1781429922.708327619,100.65.202.109,100.75.21.72,54347,22,620,676
1781429922.729960846,192.168.1.132,192.168.1.12,22,53798,100,156
1781429922.749573998,100.75.21.72,100.65.202.109,22,54347,0,56
1781429922.759863229,100.75.21.72,100.65.202.109,22,54347,52,108
1781429922.771844029,192.168.1.12,192.168.1.132,53798,22,0,62
1781429922.882698199,100.65.202.109,100.75.21.72,54347,22,140,196
1781429922.882769620,100.75.21.72,100.65.202.109,22,54347,0,56
1781429922.907186843,100.75.21.72,100.65.202.109,22,54347,52,108
1781429923.071107897,100.65.202.109,100.75.21.72,54347,22,0,56
1781429923.133805875,192.168.1.132,192.168.1.12,22,53798,92,148
1781429923.178899376,192.168.1.12,192.168.1.132,53798,22,0,62
1781429923.185998312,192.168.1.132,192.168.1.12,22,53798,92,148
1781429923.197262090,192.168.1.12,192.168.1.132,53798,22,92,148
1781429923.216028774,192.168.1.132,192.168.1.12,22,53798,100,156
1781429923.258451666,192.168.1.12,192.168.1.132,53798,22,0,62
1781429923.708718447,192.168.1.132,192.168.1.12,22,53798,92,148
1781429923.750950555,192.168.1.12,192.168.1.132,53798,22,0,62
1781429923.766999897,192.168.1.12,192.168.1.132,53798,22,92,148
1781429923.816747070,192.168.1.132,192.168.1.12,22,53798,0,56
1781429923.936564459,192.168.1.132,192.168.1.12,22,53798,100,156
1781429923.956512119,100.65.202.109,100.75.21.72,54347,22,84,140
1781429923.966677033,100.75.21.72,100.65.202.109,22,54347,52,108
1781429923.980491400,192.168.1.12,192.168.1.132,53798,22,0,62
1781429924.138402948,100.65.202.109,100.75.21.72,54347,22,0,56
1781429924.239911815,192.168.1.132,192.168.1.12,22,53798,92,148
1781429924.282365068,192.168.1.12,192.168.1.132,53798,22,0,62
1781429924.298412983,192.168.1.12,192.168.1.132,53798,22,92,148
1781429924.298676730,192.168.1.132,192.168.1.12,22,53798,0,56
1781429924.305193499,192.168.1.132,192.168.1.12,22,53798,100,156
1781429924.347885510,192.168.1.12,192.168.1.132,53798,22,0,62
1781429924.378242288,100.65.202.109,100.75.21.72,54347,22,84,140
1781429924.385656829,100.75.21.72,100.65.202.109,22,54347,52,108
1781429924.466714319,192.168.1.132,192.168.1.12,22,53798,116,172
1781429924.509651229,192.168.1.12,192.168.1.132,53798,22,0,62
1781429924.526593954,192.168.1.12,192.168.1.132,53798,22,116,172
1781429924.531895210,192.168.1.132,192.168.1.12,22,53798,100,156
1781429924.536160439,192.168.1.132,192.168.1.12,22,53798,92,148
1781429924.538765685,192.168.1.12,192.168.1.132,53798,22,0,62
1781429924.542358939,192.168.1.12,192.168.1.132,53798,22,92,148
1781429924.545099317,100.65.202.109,100.75.21.72,54347,22,0,56
1781429924.550199953,192.168.1.132,192.168.1.12,22,53798,100,156
1781429924.594195127,192.168.1.12,192.168.1.132,53798,22,0,62
1781429924.656679213,192.168.1.12,192.168.1.132,53798,22,84,140
1781429924.677381497,192.168.1.12,192.168.1.132,53798,22,84,140
1781429924.678080789,192.168.1.132,192.168.1.12,22,53798,0,56
1781429924.715007245,100.65.202.109,100.75.21.72,54347,22,84,140
1781429924.727732426,100.75.21.72,100.65.202.109,22,54347,52,108
1781429924.732231848,192.168.1.132,192.168.1.12,22,53798,92,148
1781429924.774745976,192.168.1.12,192.168.1.132,53798,22,0,62
1781429924.789827598,192.168.1.12,192.168.1.132,53798,22,92,148
1781429924.796854694,192.168.1.132,192.168.1.12,22,53798,100,156
1781429924.836186442,100.75.21.72,100.88.89.12,22,56158,52,108
1781429924.838851199,192.168.1.12,192.168.1.132,53798,22,0,62
1781429924.846980177,192.168.1.132,192.168.1.12,22,53798,92,148
1781429924.847385364,100.65.202.109,100.75.21.72,54347,22,0,56
1781429924.853797918,192.168.1.12,192.168.1.132,53798,22,92,148
1781429924.854797523,100.75.21.72,100.65.202.109,22,54347,0,56
1781429924.869518948,192.168.1.132,192.168.1.12,22,53798,100,156
1781429924.913762873,192.168.1.12,192.168.1.132,53798,22,0,62
1781429924.954963387,100.88.89.12,100.75.21.72,56158,22,0,56
1781429924.961040833,192.168.1.132,192.168.1.12,22,53798,92,148
1781429924.975733530,100.65.202.109,100.75.21.72,54347,22,0,56
1781429925.002518638,192.168.1.12,192.168.1.132,53798,22,0,62
1781429925.016773164,192.168.1.12,192.168.1.132,53798,22,100,156
1781429925.023251283,192.168.1.132,192.168.1.12,22,53798,100,156
1781429925.065017795,192.168.1.12,192.168.1.132,53798,22,0,62
1781429925.088077731,192.168.1.132,192.168.1.12,22,53798,92,148
1781429925.095322080,192.168.1.12,192.168.1.132,53798,22,92,148
1781429925.114148893,192.168.1.132,192.168.1.12,22,53798,100,156
1781429925.155453195,192.168.1.12,192.168.1.132,53798,22,0,62
1781429925.240190870,192.168.1.132,192.168.1.12,22,53798,92,148
1781429925.282044858,192.168.1.12,192.168.1.132,53798,22,0,62
1781429925.296474389,192.168.1.12,192.168.1.132,53798,22,100,156
1781429925.303656054,192.168.1.132,192.168.1.12,22,53798,100,156
1781429925.345127797,192.168.1.12,192.168.1.132,53798,22,0,62
1781429925.496734754,100.65.202.109,100.75.21.72,54352,22,0,68
1781429925.496795765,100.75.21.72,100.65.202.109,22,54352,0,68
1781429925.608809733,100.65.202.109,100.75.21.72,54352,22,0,56
1781429925.618176537,100.65.202.109,100.75.21.72,54352,22,21,77
1781429925.618215401,100.75.21.72,100.65.202.109,22,54352,0,56
1781429925.651610869,100.75.21.72,100.65.202.109,22,54352,42,98
1781429925.777015413,100.65.202.109,100.75.21.72,54352,22,1240,1296
1781429925.777131230,100.75.21.72,100.65.202.109,22,54352,1112,1168
1781429925.777175469,100.65.202.109,100.75.21.72,54352,22,296,352
1781429925.817954598,100.75.21.72,100.65.202.109,22,54352,0,56
1781429925.889986592,192.168.1.132,192.168.1.12,22,53798,92,148
1781429925.931571930,192.168.1.12,192.168.1.132,53798,22,0,62
1781429925.932159125,100.65.202.109,100.75.21.72,54352,22,0,56
1781429925.948815467,192.168.1.12,192.168.1.132,53798,22,92,148
1781429925.960122698,192.168.1.132,192.168.1.12,22,53798,100,156
1781429926.001118353,192.168.1.12,192.168.1.132,53798,22,0,62
1781429926.024992959,100.65.202.109,100.75.21.72,54352,22,1208,1264
1781429926.025053344,100.75.21.72,100.65.202.109,22,54352,0,56
1781429926.074821758,100.75.21.72,100.65.202.109,22,54352,1564,1620
1781429926.137508630,100.88.89.12,100.75.21.72,56340,22,0,68
1781429926.137627705,100.75.21.72,100.88.89.12,22,56340,0,68
1781429926.182655582,192.168.1.132,192.168.1.12,22,53798,84,140
1781429926.195644160,100.65.202.109,100.75.21.72,54352,22,0,56
1781429926.224836757,192.168.1.12,192.168.1.132,53798,22,0,62
1781429926.240655645,100.65.202.109,100.75.21.72,54352,22,16,72
1781429926.240707091,100.75.21.72,100.65.202.109,22,54352,0,56
1781429926.255501130,100.88.89.12,100.75.21.72,56340,22,0,56
1781429926.255723251,100.88.89.12,100.75.21.72,56340,22,33,89
1781429926.255755592,100.75.21.72,100.88.89.12,22,56340,0,56
1781429926.290790953,100.75.21.72,100.88.89.12,22,56340,42,98
1781429926.356960375,100.65.202.109,100.75.21.72,54352,22,44,100
1781429926.357024070,100.75.21.72,100.65.202.109,22,54352,0,56
1781429926.357210446,100.75.21.72,100.65.202.109,22,54352,44,100
1781429926.403917453,192.168.1.132,192.168.1.12,22,53798,92,148
1781429926.415151468,100.88.89.12,100.75.21.72,56340,22,1240,1296
1781429926.415663097,100.75.21.72,100.88.89.12,22,56340,1112,1168
1781429926.416671011,100.88.89.12,100.75.21.72,56340,22,192,248
1781429926.445680515,192.168.1.12,192.168.1.132,53798,22,0,62
1781429926.460939545,192.168.1.12,192.168.1.132,53798,22,92,148
1781429926.464688452,100.75.21.72,100.88.89.12,22,56340,0,56
1781429926.474088613,192.168.1.132,192.168.1.12,22,53798,100,156
1781429926.488806213,192.168.1.132,192.168.1.12,22,53798,92,148
1781429926.489991359,100.65.202.109,100.75.21.72,54352,22,60,116
1781429926.491917569,192.168.1.12,192.168.1.132,53798,22,0,62
1781429926.496547056,192.168.1.12,192.168.1.132,53798,22,92,148
1781429926.507388409,100.75.21.72,100.65.202.109,22,54352,52,108
1781429926.511940342,192.168.1.132,192.168.1.12,22,53798,100,156
1781429926.553718204,192.168.1.12,192.168.1.132,53798,22,0,62
1781429926.578903956,100.88.89.12,100.75.21.72,56340,22,0,56
1781429926.584918039,100.88.89.12,100.75.21.72,56340,22,48,104
1781429926.585107807,100.75.21.72,100.88.89.12,22,56340,0,56
1781429926.607679223,100.75.21.72,100.88.89.12,22,56340,524,580
1781429926.628875879,100.65.202.109,100.75.21.72,54352,22,620,676
1781429926.654149408,100.75.21.72,100.65.202.109,22,54352,52,108
1781429926.731235116,100.88.89.12,100.75.21.72,56340,22,16,72
1781429926.774625117,100.75.21.72,100.88.89.12,22,56340,0,56
1781429926.779950223,100.65.202.109,100.75.21.72,54352,22,140,196
1781429926.800234633,100.75.21.72,100.65.202.109,22,54352,52,108
1781429926.900126218,100.88.89.12,100.75.21.72,56340,22,44,100
1781429926.901099761,100.75.21.72,100.88.89.12,22,56340,0,56
1781429926.902652216,100.75.21.72,100.88.89.12,22,56340,44,100
1781429926.923120260,100.65.202.109,100.75.21.72,54352,22,84,140
1781429926.937460041,100.75.21.72,100.65.202.109,22,54352,52,108
1781429926.946222773,192.168.1.132,192.168.1.12,22,53798,92,148
1781429926.987672482,192.168.1.12,192.168.1.132,53798,22,0,62
1781429927.009463451,192.168.1.12,192.168.1.132,53798,22,92,148
1781429927.018785217,192.168.1.132,192.168.1.12,22,53798,100,156
1781429927.020601103,100.88.89.12,100.75.21.72,56340,22,60,116
1781429927.050025962,100.75.21.72,100.88.89.12,22,56340,52,108
1781429927.060296232,192.168.1.12,192.168.1.132,53798,22,0,62
1781429927.123779643,100.65.202.109,100.75.21.72,54352,22,0,56
1781429927.218543947,100.88.89.12,100.75.21.72,56340,22,0,56
1781429927.452628244,192.168.1.132,192.168.1.12,22,53798,92,148
1781429927.497520433,192.168.1.12,192.168.1.132,53798,22,0,62
1781429927.514850762,192.168.1.12,192.168.1.132,53798,22,92,148
1781429927.548648901,192.168.1.132,192.168.1.12,22,53798,100,156
1781429927.591078317,192.168.1.12,192.168.1.132,53798,22,0,62
1781429927.655616918,100.65.202.109,100.75.21.72,54352,22,84,140
1781429927.662495536,100.75.21.72,100.65.202.109,22,54352,52,108
1781429927.706958046,192.168.1.132,192.168.1.12,22,53798,92,148
1781429927.749782522,192.168.1.12,192.168.1.132,53798,22,0,62
1781429927.768201878,192.168.1.12,192.168.1.132,53798,22,100,156
1781429927.776789431,192.168.1.132,192.168.1.12,22,53798,92,148
1781429927.790083009,192.168.1.12,192.168.1.132,53798,22,92,148
1781429927.794390234,192.168.1.132,192.168.1.12,22,53798,100,156
1781429927.805888475,100.65.202.109,100.75.21.72,54352,22,84,140
1781429927.806305099,192.168.1.132,192.168.1.12,22,53798,100,156
1781429927.824854841,192.168.1.12,192.168.1.132,53798,22,0,62
1781429927.834968935,100.75.21.72,100.65.202.109,22,54352,52,108
1781429927.949364106,100.65.202.109,100.75.21.72,54352,22,0,56
1781429927.988379929,100.75.21.72,100.65.202.109,22,54352,0,56
1781429928.012683483,192.168.1.132,192.168.1.12,22,53798,92,148
1781429928.056386134,192.168.1.12,192.168.1.132,53798,22,0,62
1781429928.077331310,192.168.1.12,192.168.1.132,53798,22,92,148
1781429928.084735363,192.168.1.132,192.168.1.12,22,53798,100,156
1781429928.096081689,192.168.1.132,192.168.1.12,22,53798,92,148
1781429928.100022068,192.168.1.12,192.168.1.132,53798,22,0,62
1781429928.123419237,100.65.202.109,100.75.21.72,54352,22,0,56
1781429928.127022513,192.168.1.12,192.168.1.132,53798,22,92,148
1781429928.140105891,192.168.1.132,192.168.1.12,22,53798,100,156
1781429928.181731123,192.168.1.12,192.168.1.132,53798,22,0,62
1781429928.186885779,192.168.1.132,192.168.1.12,22,53798,92,148
1781429928.228633482,192.168.1.132,192.168.1.12,22,53798,92,148
1781429928.241415125,192.168.1.12,192.168.1.132,53798,22,0,62
1781429928.272607046,192.168.1.12,192.168.1.132,53798,22,0,62
1781429928.293810665,192.168.1.12,192.168.1.132,53798,22,100,156
1781429928.304595234,192.168.1.132,192.168.1.12,22,53798,100,156
1781429928.344158156,192.168.1.132,192.168.1.12,22,53798,92,148
1781429928.345634092,192.168.1.12,192.168.1.132,53798,22,0,62
1781429928.355795581,192.168.1.12,192.168.1.132,53798,22,92,148
1781429928.378633019,192.168.1.132,192.168.1.12,22,53798,100,156
1781429928.421112880,192.168.1.12,192.168.1.132,53798,22,0,62
1781429928.498589962,192.168.1.132,192.168.1.12,22,53798,92,148
1781429928.542056745,192.168.1.12,192.168.1.132,53798,22,0,62
1781429928.558424979,192.168.1.12,192.168.1.132,53798,22,100,156
1781429928.573191338,192.168.1.132,192.168.1.12,22,53798,100,156
1781429928.597900763,100.88.89.12,100.75.21.72,56340,22,84,140
1781429928.615852800,192.168.1.12,192.168.1.132,53798,22,0,62
1781429928.638401169,100.75.21.72,100.88.89.12,22,56340,0,56
1781429929.045178083,192.168.1.132,192.168.1.12,22,53798,92,148
1781429929.087806875,192.168.1.12,192.168.1.132,53798,22,0,62
1781429929.102990487,192.168.1.12,192.168.1.132,53798,22,92,148
1781429929.103721541,192.168.1.132,192.168.1.12,22,53798,36,92
1781429929.114737540,192.168.1.132,192.168.1.12,22,53798,100,156
1781429929.118138829,192.168.1.12,192.168.1.132,53798,22,0,62
1781429929.299724177,100.65.202.109,100.75.21.72,54358,22,0,68
1781429929.299859875,100.75.21.72,100.65.202.109,22,54358,0,68
1781429929.422649170,100.65.202.109,100.75.21.72,54358,22,0,56
1781429929.435939606,100.65.202.109,100.75.21.72,54358,22,21,77
1781429929.436021952,100.75.21.72,100.65.202.109,22,54358,0,56
1781429929.579701095,100.75.21.72,100.65.202.109,22,54358,42,98
1781429929.596046791,192.168.1.132,192.168.1.12,22,53798,92,148
1781429929.639913447,192.168.1.12,192.168.1.132,53798,22,0,62
1781429929.657851720,192.168.1.12,192.168.1.132,53798,22,84,140
1781429929.658924067,192.168.1.12,192.168.1.132,53798,22,92,148
1781429929.659754587,192.168.1.132,192.168.1.12,22,53798,0,56
1781429929.667782747,192.168.1.132,192.168.1.12,22,53798,100,156
1781429929.678478956,192.168.1.12,192.168.1.132,53798,22,84,140
1781429929.705238339,100.65.202.109,100.75.21.72,54358,22,1240,1296
1781429929.706636738,100.75.21.72,100.65.202.109,22,54358,1112,1168
1781429929.708542589,100.65.202.109,100.75.21.72,54358,22,296,352
1781429929.717965410,192.168.1.12,192.168.1.132,53798,22,92,148
1781429929.718266729,192.168.1.132,192.168.1.12,22,53798,0,56
1781429929.749119176,100.75.21.72,100.65.202.109,22,54358,0,56
1781429929.760320567,192.168.1.132,192.168.1.12,22,53798,100,156
1781429929.792520918,192.168.1.12,192.168.1.132,53798,22,100,156
1781429929.792521032,192.168.1.12,192.168.1.132,53798,22,164,220
1781429929.806126263,192.168.1.132,192.168.1.12,22,53798,0,56
1781429929.825633257,192.168.1.132,192.168.1.12,22,53798,132,188
1781429929.829006491,192.168.1.132,192.168.1.12,22,53798,116,172
1781429929.830274651,192.168.1.12,192.168.1.132,53798,22,0,62
1781429929.833803095,192.168.1.12,192.168.1.132,53798,22,92,148
1781429929.849965861,192.168.1.132,192.168.1.12,22,53798,100,156
1781429929.856950891,192.168.1.12,192.168.1.132,53798,22,92,148
1781429929.870101949,192.168.1.132,192.168.1.12,22,53798,100,156
1781429929.871959714,100.65.202.109,100.75.21.72,54358,22,0,56
1781429929.877596418,192.168.1.12,192.168.1.132,53798,22,92,148
1781429929.891092858,192.168.1.132,192.168.1.12,22,53798,100,156
1781429929.933934546,192.168.1.12,192.168.1.132,53798,22,0,62
1781429929.954894866,100.65.202.109,100.75.21.72,54358,22,1208,1264
1781429929.955078695,100.75.21.72,100.65.202.109,22,54358,0,56
1781429929.991257401,100.75.21.72,100.65.202.109,22,54358,1564,1620
1781429930.045170574,192.168.1.132,192.168.1.12,22,53798,92,148
1781429930.090158933,192.168.1.12,192.168.1.132,53798,22,0,62
1781429930.114288155,192.168.1.12,192.168.1.132,53798,22,92,148
1781429930.127162710,100.65.202.109,100.75.21.72,54358,22,0,56
1781429930.137756233,192.168.1.132,192.168.1.12,22,53798,100,156
1781429930.146234907,192.168.1.132,192.168.1.12,22,53798,92,148
1781429930.149073540,192.168.1.12,192.168.1.132,53798,22,0,62
1781429930.159915967,192.168.1.12,192.168.1.132,53798,22,92,148
1781429930.166148922,100.65.202.109,100.75.21.72,54358,22,16,72
1781429930.199455632,192.168.1.132,192.168.1.12,22,53798,100,156
1781429930.218171833,100.75.21.72,100.65.202.109,22,54358,0,56
1781429930.245008827,192.168.1.12,192.168.1.132,53798,22,0,62
1781429930.290205608,192.168.1.12,192.168.1.132,53798,22,92,148
1781429930.327135555,192.168.1.12,192.168.1.132,53798,22,108,164
1781429930.334943311,192.168.1.132,192.168.1.12,22,53798,0,56
1781429930.341112343,100.65.202.109,100.75.21.72,54358,22,44,100
1781429930.342301497,100.75.21.72,100.65.202.109,22,54358,0,56
1781429930.342742828,100.75.21.72,100.65.202.109,22,54358,44,100
1781429930.369728088,192.168.1.132,192.168.1.12,22,53798,100,156
1781429930.386148790,192.168.1.132,192.168.1.12,22,53798,188,244
