frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.len,frame.len
1781429992.394823831,100.75.21.72,100.65.202.109,22,54440,52,108
1781429992.406841193,192.168.1.132,192.168.1.12,22,53798,92,148
1781429992.406859181,192.168.1.132,192.168.1.12,22,53798,100,156
1781429992.423876665,192.168.1.12,192.168.1.132,53798,22,0,62
1781429992.435561899,192.168.1.12,192.168.1.132,53798,22,92,148
1781429992.463129636,192.168.1.132,192.168.1.12,22,53798,92,148
1781429992.505402891,192.168.1.12,192.168.1.132,53798,22,0,62
1781429992.506892939,192.168.1.132,192.168.1.12,22,53798,100,156
1781429992.524753080,192.168.1.12,192.168.1.132,53798,22,92,148
1781429992.531975639,100.65.202.109,100.75.21.72,54440,22,0,56
1781429992.547927059,192.168.1.132,192.168.1.12,22,53798,100,156
1781429992.568759386,100.75.21.72,100.65.202.109,22,54440,0,56
1781429992.592082414,192.168.1.12,192.168.1.132,53798,22,0,62
1781429992.703044066,100.65.202.109,100.75.21.72,54440,22,0,56
1781429992.767576783,192.168.1.12,192.168.1.132,53798,22,92,148
1781429992.787312733,192.168.1.132,192.168.1.12,22,53798,100,156
1781429992.834139669,192.168.1.132,192.168.1.12,22,53798,92,148
1781429992.835797858,192.168.1.12,192.168.1.132,53798,22,0,62
1781429992.924864118,192.168.1.12,192.168.1.132,53798,22,0,62
1781429992.924864330,192.168.1.12,192.168.1.132,53798,22,100,156
1781429992.936747707,192.168.1.132,192.168.1.12,22,53798,92,148
1781429992.992681754,192.168.1.132,192.168.1.12,22,53798,92,148
1781429993.000225198,192.168.1.12,192.168.1.132,53798,22,0,62
1781429993.017562244,192.168.1.12,192.168.1.132,53798,22,100,156
1781429993.017562407,192.168.1.12,192.168.1.132,53798,22,92,148
1781429993.018853046,192.168.1.132,192.168.1.12,22,53798,0,56
1781429993.029808505,192.168.1.132,192.168.1.12,22,53798,100,156
1781429993.059342716,192.168.1.132,192.168.1.12,22,53798,100,156
1781429993.071593598,192.168.1.12,192.168.1.132,53798,22,0,62
1781429993.083773632,192.168.1.132,192.168.1.12,22,53798,100,156
1781429993.125645845,192.168.1.12,192.168.1.132,53798,22,0,62
1781429993.363057333,192.168.1.132,192.168.1.12,22,53798,92,148
1781429993.404514614,192.168.1.12,192.168.1.132,53798,22,0,62
1781429993.407991898,192.168.1.132,192.168.1.12,22,53798,92,148
1781429993.422496044,192.168.1.12,192.168.1.132,53798,22,100,156
1781429993.431001000,192.168.1.132,192.168.1.12,22,53798,100,156
1781429993.473558797,192.168.1.132,192.168.1.12,22,53798,92,148
1781429993.474149359,192.168.1.12,192.168.1.132,53798,22,0,62
1781429993.496860658,192.168.1.12,192.168.1.132,53798,22,92,148
1781429993.536057337,192.168.1.132,192.168.1.12,22,53798,0,56
1781429993.568951888,192.168.1.132,192.168.1.12,22,53798,100,156
1781429993.572122919,100.65.202.109,100.75.21.72,54445,22,0,68
1781429993.572707320,100.75.21.72,100.65.202.109,22,54445,0,68
1781429993.609781145,192.168.1.12,192.168.1.132,53798,22,0,62
1781429993.697803331,100.65.202.109,100.75.21.72,54445,22,0,56
1781429993.698066317,100.65.202.109,100.75.21.72,54445,22,21,77
1781429993.698591928,100.75.21.72,100.65.202.109,22,54445,0,56
1781429993.818434148,192.168.1.12,192.168.1.132,53798,22,92,148
1781429993.818943952,192.168.1.132,192.168.1.12,22,53798,0,56
1781429993.829489125,192.168.1.132,192.168.1.12,22,53798,100,156
1781429993.873801614,192.168.1.12,192.168.1.132,53798,22,0,62
1781429993.874252806,192.168.1.132,192.168.1.12,22,53798,92,148
1781429993.894173204,100.75.21.72,100.65.202.109,22,54445,42,98
1781429993.916774013,192.168.1.12,192.168.1.132,53798,22,0,62
1781429993.930722242,192.168.1.12,192.168.1.132,53798,22,92,148
1781429993.938819476,192.168.1.132,192.168.1.12,22,53798,100,156
1781429993.980080323,192.168.1.12,192.168.1.132,53798,22,0,62
1781429994.015889577,100.65.202.109,100.75.21.72,54445,22,1240,1296
1781429994.016147888,100.75.21.72,100.65.202.109,22,54445,1112,1168
1781429994.017059066,100.65.202.109,100.75.21.72,54445,22,296,352
1781429994.079146147,100.75.21.72,100.65.202.109,22,54445,0,56
1781429994.213506335,100.65.202.109,100.75.21.72,54445,22,0,56
1781429994.256042879,100.65.202.109,100.75.21.72,54445,22,1208,1264
1781429994.256136268,100.75.21.72,100.65.202.109,22,54445,0,56
1781429994.308923374,100.75.21.72,100.65.202.109,22,54445,1564,1620
1781429994.409327813,192.168.1.132,192.168.1.12,22,53798,92,148
1781429994.441509767,100.65.202.109,100.75.21.72,54445,22,0,56
1781429994.451716897,192.168.1.12,192.168.1.132,53798,22,0,62
1781429994.469829386,100.65.202.109,100.75.21.72,54445,22,16,72
1781429994.482653297,100.75.21.72,100.65.202.109,22,54445,0,56
1781429994.491760813,192.168.1.12,192.168.1.132,53798,22,100,156
1781429994.525816689,192.168.1.132,192.168.1.12,22,53798,100,156
1781429994.567728857,192.168.1.12,192.168.1.132,53798,22,0,62
1781429994.633953459,100.65.202.109,100.75.21.72,54445,22,44,100
1781429994.634327268,100.75.21.72,100.65.202.109,22,54445,0,56
1781429994.636672391,100.75.21.72,100.65.202.109,22,54445,44,100
1781429994.667763311,192.168.1.12,192.168.1.132,53798,22,84,140
1781429994.685842925,192.168.1.12,192.168.1.132,53798,22,84,140
1781429994.696810521,192.168.1.132,192.168.1.12,22,53798,0,56
1781429994.816342478,100.65.202.109,100.75.21.72,54445,22,60,116
1781429994.899991890,100.75.21.72,100.65.202.109,22,54445,0,56
1781429994.900617097,100.75.21.72,100.65.202.109,22,54445,52,108
1781429995.006911886,192.168.1.132,192.168.1.12,22,53798,92,148
1781429995.090962332,100.65.202.109,100.75.21.72,54445,22,620,676
1781429995.091092223,100.75.21.72,100.65.202.109,22,54445,0,56
1781429995.091111592,192.168.1.12,192.168.1.132,53798,22,0,62
1781429995.091112027,192.168.1.12,192.168.1.132,53798,22,100,156
1781429995.138311262,192.168.1.132,192.168.1.12,22,53798,0,56
1781429995.143445606,192.168.1.132,192.168.1.12,22,53798,100,156
1781429995.186678401,100.75.21.72,100.65.202.109,22,54445,52,108
1781429995.195167904,192.168.1.12,192.168.1.132,53798,22,0,62
1781429995.306741132,100.65.202.109,100.75.21.72,54445,22,140,196
1781429995.306794136,100.75.21.72,100.65.202.109,22,54445,0,56
1781429995.316961005,100.75.21.72,100.65.202.109,22,54445,52,108
1781429995.432977963,100.65.202.109,100.75.21.72,54445,22,84,140
1781429995.440599167,100.75.21.72,100.65.202.109,22,54445,52,108
1781429995.481643549,192.168.1.132,192.168.1.12,22,53798,92,148
1781429995.527233241,192.168.1.12,192.168.1.132,53798,22,0,62
1781429995.551130772,192.168.1.12,192.168.1.132,53798,22,100,156
1781429995.553558817,192.168.1.132,192.168.1.12,22,53798,0,56
1781429995.571386523,100.65.202.109,100.75.21.72,54445,22,84,140
1781429995.575098246,192.168.1.132,192.168.1.12,22,53798,100,156
1781429995.578286871,100.75.21.72,100.65.202.109,22,54445,52,108
1781429995.618766840,192.168.1.12,192.168.1.132,53798,22,0,62
1781429995.724566344,100.65.202.109,100.75.21.72,54445,22,84,140
1781429995.734922658,100.75.21.72,100.65.202.109,22,54445,52,108
1781429995.780521209,192.168.1.12,192.168.1.132,53798,22,92,148
1781429995.804312863,192.168.1.132,192.168.1.12,22,53798,100,156
1781429995.857966315,192.168.1.12,192.168.1.132,53798,22,0,62
1781429995.899847093,100.65.202.109,100.75.21.72,54445,22,0,56
1781429995.918738468,100.75.21.72,100.65.202.109,22,54445,0,56
1781429995.927358926,192.168.1.132,192.168.1.12,22,53798,92,148
1781429995.975729340,192.168.1.12,192.168.1.132,53798,22,0,62
1781429995.988062318,192.168.1.132,192.168.1.12,22,53798,92,148
1781429996.000181765,192.168.1.12,192.168.1.132,53798,22,100,156
1781429996.028427679,192.168.1.132,192.168.1.12,22,53798,92,148
1781429996.056832569,192.168.1.12,192.168.1.132,53798,22,92,148
1781429996.066071527,192.168.1.12,192.168.1.132,53798,22,92,148
1781429996.084088604,192.168.1.132,192.168.1.12,22,53798,0,56
1781429996.084817000,100.65.202.109,100.75.21.72,54445,22,0,56
1781429996.085836726,192.168.1.132,192.168.1.12,22,53798,100,156
1781429996.138389056,192.168.1.132,192.168.1.12,22,53798,116,172
1781429996.141081371,192.168.1.12,192.168.1.132,53798,22,0,62
1781429996.216375169,192.168.1.12,192.168.1.132,53798,22,0,62
1781429996.243335031,192.168.1.132,192.168.1.12,22,53798,92,148
1781429996.254486713,192.168.1.12,192.168.1.132,53798,22,92,148
1781429996.280847895,192.168.1.132,192.168.1.12,22,53798,100,156
1781429996.327578300,192.168.1.12,192.168.1.132,53798,22,0,62
1781429996.356324246,192.168.1.132,192.168.1.12,22,53798,84,140
1781429996.399837527,192.168.1.12,192.168.1.132,53798,22,0,62
1781429996.409068299,192.168.1.132,192.168.1.12,22,53798,92,148
1781429996.452042496,192.168.1.12,192.168.1.132,53798,22,0,62
1781429996.474831063,192.168.1.12,192.168.1.132,53798,22,100,156
1781429996.482800648,192.168.1.132,192.168.1.12,22,53798,100,156
1781429996.499570558,192.168.1.132,192.168.1.12,22,53798,92,148
1781429996.500633637,192.168.1.12,192.168.1.132,53798,22,0,62
1781429996.566878952,192.168.1.12,192.168.1.132,53798,22,100,156
1781429996.578540694,192.168.1.132,192.168.1.12,22,53798,92,148
1781429996.596104700,192.168.1.12,192.168.1.132,53798,22,92,148
1781429996.603870951,192.168.1.132,192.168.1.12,22,53798,100,156
1781429996.620621137,192.168.1.132,192.168.1.12,22,53798,100,156
1781429996.623883031,192.168.1.12,192.168.1.132,53798,22,0,62
1781429996.768614070,192.168.1.12,192.168.1.132,53798,22,92,148
1781429996.783113511,192.168.1.132,192.168.1.12,22,53798,100,156
1781429996.824389051,192.168.1.12,192.168.1.132,53798,22,0,62
1781429996.950794275,100.65.202.109,100.75.21.72,54450,22,0,68
1781429996.951198135,100.75.21.72,100.65.202.109,22,54450,0,68
1781429997.030975064,192.168.1.132,192.168.1.12,22,53798,92,148
1781429997.068099450,100.65.202.109,100.75.21.72,54450,22,0,56
1781429997.087015943,192.168.1.12,192.168.1.132,53798,22,0,62
1781429997.087880566,100.65.202.109,100.75.21.72,54450,22,21,77
1781429997.088007839,100.75.21.72,100.65.202.109,22,54450,0,56
1781429997.099215912,192.168.1.12,192.168.1.132,53798,22,100,156
1781429997.124093406,192.168.1.132,192.168.1.12,22,53798,100,156
1781429997.158857003,100.75.21.72,100.65.202.109,22,54450,42,98
1781429997.166198558,192.168.1.12,192.168.1.132,53798,22,0,62
1781429997.278614752,100.65.202.109,100.75.21.72,54450,22,1240,1296
1781429997.279067333,100.75.21.72,100.65.202.109,22,54450,1112,1168
1781429997.283166612,100.65.202.109,100.75.21.72,54450,22,296,352
1781429997.349042447,100.75.21.72,100.65.202.109,22,54450,0,56
1781429997.442103164,100.65.202.109,100.75.21.72,54450,22,0,56
1781429997.532910608,100.65.202.109,100.75.21.72,54450,22,1208,1264
1781429997.533114109,100.75.21.72,100.65.202.109,22,54450,0,56
1781429997.551913593,192.168.1.132,192.168.1.12,22,53798,92,148
1781429997.574903897,100.75.21.72,100.65.202.109,22,54450,1564,1620
1781429997.593798272,192.168.1.12,192.168.1.132,53798,22,0,62
1781429997.608497638,192.168.1.12,192.168.1.132,53798,22,100,156
1781429997.617203837,192.168.1.132,192.168.1.12,22,53798,100,156
1781429997.648606381,192.168.1.132,192.168.1.12,22,53798,92,148
1781429997.651151907,192.168.1.12,192.168.1.132,53798,22,0,62
1781429997.657713240,192.168.1.12,192.168.1.132,53798,22,100,156
1781429997.675755007,192.168.1.132,192.168.1.12,22,53798,100,156
1781429997.699990537,100.65.202.109,100.75.21.72,54450,22,0,56
1781429997.723582091,192.168.1.12,192.168.1.132,53798,22,0,62
1781429997.736053961,100.65.202.109,100.75.21.72,54450,22,16,72
1781429997.736172916,100.75.21.72,100.65.202.109,22,54450,0,56
1781429997.770987786,192.168.1.12,192.168.1.132,53798,22,92,148
1781429997.782151605,192.168.1.132,192.168.1.12,22,53798,100,156
1781429997.823435944,192.168.1.12,192.168.1.132,53798,22,0,62
1781429997.866329695,100.65.202.109,100.75.21.72,54450,22,44,100
1781429997.867307889,100.75.21.72,100.65.202.109,22,54450,0,56
1781429997.877666836,100.75.21.72,100.65.202.109,22,54450,44,100
1781429997.996665561,100.65.202.109,100.75.21.72,54450,22,60,116
1781429998.019922222,100.75.21.72,100.65.202.109,22,54450,52,108
1781429998.088488987,192.168.1.132,192.168.1.12,22,53798,92,148
1781429998.131159901,192.168.1.12,192.168.1.132,53798,22,0,62
1781429998.138769149,100.65.202.109,100.75.21.72,54450,22,620,676
1781429998.156630631,192.168.1.12,192.168.1.132,53798,22,100,156
1781429998.165031574,100.75.21.72,100.65.202.109,22,54450,52,108
1781429998.169125934,192.168.1.132,192.168.1.12,22,53798,100,156
1781429998.210362228,192.168.1.12,192.168.1.132,53798,22,0,62
1781429998.279032277,100.65.202.109,100.75.21.72,54450,22,140,196
1781429998.287006210,100.75.21.72,100.65.202.109,22,54450,52,108
1781429998.402663434,100.65.202.109,100.75.21.72,54450,22,84,140
1781429998.409812205,100.75.21.72,100.65.202.109,22,54450,52,108
1781429998.421274704,192.168.1.132,192.168.1.12,22,53798,92,148
1781429998.464540898,192.168.1.12,192.168.1.132,53798,22,0,62
1781429998.527735796,100.65.202.109,100.75.21.72,54450,22,84,140
1781429998.536241243,100.75.21.72,100.65.202.109,22,54450,52,108
1781429998.588707137,192.168.1.132,192.168.1.12,22,53798,92,148
1781429998.630627258,192.168.1.12,192.168.1.132,53798,22,0,62
1781429998.646197887,192.168.1.12,192.168.1.132,53798,22,100,156
1781429998.656862908,100.65.202.109,100.75.21.72,54450,22,84,140
1781429998.658118411,192.168.1.132,192.168.1.12,22,53798,100,156
1781429998.665096530,100.75.21.72,100.65.202.109,22,54450,52,108
1781429998.699002227,192.168.1.12,192.168.1.132,53798,22,0,62
1781429998.770105707,192.168.1.12,192.168.1.132,53798,22,92,148
1781429998.781649990,192.168.1.132,192.168.1.12,22,53798,100,156
1781429998.790069365,100.65.202.109,100.75.21.72,54450,22,0,56
1781429998.796423847,100.75.21.72,100.65.202.109,22,54450,0,56
1781429998.826767364,192.168.1.12,192.168.1.132,53798,22,0,62
1781429998.925332209,100.65.202.109,100.75.21.72,54450,22,0,56
1781429998.934342250,192.168.1.132,192.168.1.12,22,53798,108,164
1781429998.956648841,192.168.1.12,192.168.1.132,53798,22,124,180
1781429998.988008334,192.168.1.132,192.168.1.12,22,53798,100,156
1781429999.000698174,192.168.1.132,192.168.1.12,22,53798,92,148
1781429999.005969807,192.168.1.12,192.168.1.132,53798,22,0,62
1781429999.005970573,192.168.1.12,192.168.1.132,53798,22,100,156
1781429999.011748933,192.168.1.12,192.168.1.132,53798,22,92,148
1781429999.012817405,192.168.1.132,192.168.1.12,22,53798,0,56
1781429999.024416953,192.168.1.132,192.168.1.12,22,53798,100,156
1781429999.065273527,192.168.1.132,192.168.1.12,22,53798,100,156
1781429999.068815603,192.168.1.12,192.168.1.132,53798,22,0,62
1781429999.108194203,192.168.1.12,192.168.1.132,53798,22,0,62
1781429999.119639063,192.168.1.132,192.168.1.12,22,53798,100,156
1781429999.161999734,192.168.1.12,192.168.1.132,53798,22,0,62
1781429999.181875833,192.168.1.12,192.168.1.132,53798,22,100,156
1781429999.206229561,192.168.1.132,192.168.1.12,22,53798,100,156
1781429999.248367571,192.168.1.12,192.168.1.132,53798,22,0,62
1781429999.655791313,192.168.1.132,192.168.1.12,22,53798,92,148
1781429999.690284045,192.168.1.12,192.168.1.132,53798,22,84,140
1781429999.690284863,192.168.1.12,192.168.1.132,53798,22,84,140
1781429999.692023603,192.168.1.132,192.168.1.12,22,53798,0,56
1781429999.713922192,100.65.202.109,100.75.21.72,54453,22,0,68
1781429999.717027349,100.75.21.72,100.65.202.109,22,54453,0,68
1781429999.722536558,192.168.1.12,192.168.1.132,53798,22,92,148
1781429999.751318866,192.168.1.132,192.168.1.12,22,53798,92,148
1781429999.766588379,192.168.1.12,192.168.1.132,53798,22,92,148
1781429999.766913080,192.168.1.132,192.168.1.12,22,53798,100,156
1781429999.778837825,192.168.1.12,192.168.1.132,53798,22,92,148
1781429999.787215575,192.168.1.132,192.168.1.12,22,53798,116,172
1781429999.829004526,192.168.1.12,192.168.1.132,53798,22,0,62
1781429999.836286175,100.65.202.109,100.75.21.72,54453,22,0,56
1781429999.873470705,100.65.202.109,100.75.21.72,54453,22,21,77
1781429999.873754261,100.75.21.72,100.65.202.109,22,54453,0,56
1781429999.981140376,100.75.21.72,100.65.202.109,22,54453,42,98
1781430000.115256948,100.65.202.109,100.75.21.72,54453,22,1240,1296
1781430000.116096302,100.75.21.72,100.65.202.109,22,54453,1112,1168
1781430000.121149143,100.65.202.109,100.75.21.72,54453,22,296,352
1781430000.163519986,100.75.21.72,100.65.202.109,22,54453,0,56
1781430000.217217807,192.168.1.132,192.168.1.12,22,53798,92,148
1781430000.259165314,192.168.1.12,192.168.1.132,53798,22,0,62
1781430000.277653920,192.168.1.12,192.168.1.132,53798,22,100,156
1781430000.285332852,100.65.202.109,100.75.21.72,54453,22,0,56
1781430000.295969433,192.168.1.132,192.168.1.12,22,53798,100,156
1781430000.338836764,192.168.1.12,192.168.1.132,53798,22,0,62
1781430000.342247534,100.65.202.109,100.75.21.72,54453,22,1208,1264
1781430000.343024034,100.75.21.72,100.65.202.109,22,54453,0,56
1781430000.397193955,100.75.21.72,100.65.202.109,22,54453,1564,1620
1781430000.537151053,100.65.202.109,100.75.21.72,54453,22,0,56
1781430000.553255631,100.65.202.109,100.75.21.72,54453,22,16,72
1781430000.554880533,100.75.21.72,100.65.202.109,22,54453,0,56
1781430000.709001964,100.65.202.109,100.75.21.72,54453,22,44,100
1781430000.709122875,100.75.21.72,100.65.202.109,22,54453,0,56
1781430000.711111123,100.75.21.72,100.65.202.109,22,54453,44,100
1781430000.781133285,192.168.1.132,192.168.1.12,22,53798,100,156
1781430000.825713615,192.168.1.12,192.168.1.132,53798,22,0,62
1781430000.841153307,100.65.202.109,100.75.21.72,54453,22,60,116
1781430000.844195955,192.168.1.12,192.168.1.132,53798,22,92,148
1781430000.858190187,192.168.1.132,192.168.1.12,22,53798,100,156
1781430000.880717688,100.75.21.72,100.65.202.109,22,54453,0,56
1781430000.891824998,100.75.21.72,100.65.202.109,22,54453,52,108
1781430000.899944932,192.168.1.12,192.168.1.132,53798,22,0,62
1781430001.015288331,100.65.202.109,100.75.21.72,54453,22,620,676
1781430001.015419643,100.75.21.72,100.65.202.109,22,54453,0,56
1781430001.096486351,100.75.21.72,100.65.202.109,22,54453,52,108
1781430001.213186947,100.65.202.109,100.75.21.72,54453,22,140,196
1781430001.213247514,100.75.21.72,100.65.202.109,22,54453,0,56
1781430001.222823304,100.75.21.72,100.65.202.109,22,54453,52,108
1781430001.251473657,192.168.1.132,192.168.1.12,22,53798,92,148
1781430001.293885116,192.168.1.12,192.168.1.132,53798,22,0,62
1781430001.308088361,192.168.1.12,192.168.1.132,53798,22,100,156
1781430001.317131610,192.168.1.132,192.168.1.12,22,53798,100,156
1781430001.341164417,100.65.202.109,100.75.21.72,54453,22,84,140
1781430001.349916063,100.75.21.72,100.65.202.109,22,54453,52,108
1781430001.361111280,192.168.1.12,192.168.1.132,53798,22,0,62
1781430001.366606392,192.168.1.132,192.168.1.12,22,53798,92,148
1781430001.407917139,192.168.1.12,192.168.1.132,53798,22,0,62
1781430001.481636779,100.65.202.109,100.75.21.72,54453,22,84,140
1781430001.504844544,100.75.21.72,100.65.202.109,22,54453,52,108
1781430001.629972175,100.65.202.109,100.75.21.72,54453,22,84,140
1781430001.648358109,100.75.21.72,100.65.202.109,22,54453,52,108
1781430001.788101750,192.168.1.132,192.168.1.12,22,53798,92,148
1781430001.788458606,100.65.202.109,100.75.21.72,54453,22,0,56
1781430001.809227911,100.75.21.72,100.65.202.109,22,54453,0,56
1781430001.830849187,192.168.1.12,192.168.1.132,53798,22,0,62
1781430001.846429362,192.168.1.12,192.168.1.132,53798,22,100,156
1781430001.849717326,192.168.1.132,192.168.1.12,22,53798,92,148
1781430001.868777282,192.168.1.12,192.168.1.132,53798,22,92,148
1781430001.887670446,192.168.1.132,192.168.1.12,22,53798,116,172
1781430001.934936929,192.168.1.12,192.168.1.132,53798,22,0,62
1781430001.943840338,192.168.1.132,192.168.1.12,22,53798,100,156
1781430001.998992702,192.168.1.12,192.168.1.132,53798,22,0,62
1781430001.999691667,100.65.202.109,100.75.21.72,54453,22,0,56
1781430002.009746196,192.168.1.12,192.168.1.132,53798,22,100,156
1781430002.018607792,192.168.1.132,192.168.1.12,22,53798,100,156
1781430002.061891652,192.168.1.12,192.168.1.132,53798,22,0,62
1781430002.071403552,192.168.1.132,192.168.1.12,22,53798,92,148
1781430002.100377168,192.168.1.12,192.168.1.132,53798,22,92,148
1781430002.137340373,192.168.1.132,192.168.1.12,22,53798,100,156
1781430002.179053564,192.168.1.12,192.168.1.132,53798,22,0,62
1781430002.289357926,192.168.1.132,192.168.1.12,22,53798,92,148
1781430002.337738250,192.168.1.12,192.168.1.132,53798,22,0,62
1781430002.352958536,192.168.1.12,192.168.1.132,53798,22,100,156
1781430002.365006561,192.168.1.132,192.168.1.12,22,53798,100,156
1781430002.407162231,192.168.1.12,192.168.1.132,53798,22,0,62
1781430002.782728056,192.168.1.12,192.168.1.132,53798,22,92,148
1781430002.810341246,100.65.202.109,100.75.21.72,54459,22,0,68
1781430002.811465472,100.75.21.72,100.65.202.109,22,54459,0,68
1781430002.813838301,192.168.1.132,192.168.1.12,22,53798,100,156
1781430002.855710985,192.168.1.12,192.168.1.132,53798,22,0,62
1781430002.938987544,100.65.202.109,100.75.21.72,54459,22,0,56
1781430002.939976409,100.65.202.109,100.75.21.72,54459,22,21,77
1781430002.940047812,100.75.21.72,100.65.202.109,22,54459,0,56
1781430003.001443715,192.168.1.132,192.168.1.12,22,53798,92,148
1781430003.043686443,192.168.1.12,192.168.1.132,53798,22,0,62
1781430003.066950977,192.168.1.12,192.168.1.132,53798,22,100,156
1781430003.082363663,192.168.1.132,192.168.1.12,22,53798,100,156
1781430003.110028625,100.75.21.72,100.65.202.109,22,54459,42,98
1781430003.125934439,192.168.1.12,192.168.1.132,53798,22,0,62
1781430003.253747859,100.65.202.109,100.75.21.72,54459,22,1240,1296
1781430003.261562185,100.75.21.72,100.65.202.109,22,54459,1112,1168
1781430003.261822332,100.65.202.109,100.75.21.72,54459,22,296,352
1781430003.304785533,100.75.21.72,100.65.202.109,22,54459,0,56
1781430003.422587805,192.168.1.132,192.168.1.12,22,53798,92,148
1781430003.440228345,100.65.202.109,100.75.21.72,54459,22,0,56
1781430003.465290569,192.168.1.12,192.168.1.132,53798,22,0,62
1781430003.508861059,100.65.202.109,100.75.21.72,54459,22,1208,1264
1781430003.509664594,100.75.21.72,100.65.202.109,22,54459,0,56
1781430003.561449394,100.75.21.72,100.65.202.109,22,54459,1564,1620
1781430003.741909075,100.65.202.109,100.75.21.72,54459,22,0,56
1781430003.746311204,192.168.1.132,192.168.1.12,22,53798,92,148
1781430003.782455196,100.65.202.109,100.75.21.72,54459,22,16,72
1781430003.782842152,100.75.21.72,100.65.202.109,22,54459,0,56
1781430003.785225821,192.168.1.12,192.168.1.132,53798,22,92,148
1781430003.795462596,192.168.1.132,192.168.1.12,22,53798,100,156
1781430003.807315557,192.168.1.12,192.168.1.132,53798,22,92,148
1781430003.827489422,192.168.1.132,192.168.1.12,22,53798,100,156
1781430003.872324116,192.168.1.12,192.168.1.132,53798,22,0,62
1781430003.906646811,100.65.202.109,100.75.21.72,54459,22,44,100
1781430003.906786577,100.75.21.72,100.65.202.109,22,54459,0,56
1781430003.907267960,100.75.21.72,100.65.202.109,22,54459,44,100
1781430004.030893726,100.65.202.109,100.75.21.72,54459,22,60,116
1781430004.063882309,100.75.21.72,100.65.202.109,22,54459,52,108
1781430004.185104718,100.65.202.109,100.75.21.72,54459,22,620,676
1781430004.228109925,100.75.21.72,100.65.202.109,22,54459,0,56
1781430004.233150458,100.75.21.72,100.65.202.109,22,54459,52,108
1781430004.325031066,192.168.1.132,192.168.1.12,22,53798,92,148
1781430004.363052274,100.65.202.109,100.75.21.72,54459,22,140,196
1781430004.364015947,100.75.21.72,100.65.202.109,22,54459,0,56
1781430004.392310404,192.168.1.12,192.168.1.132,53798,22,0,62
1781430004.398113670,192.168.1.12,192.168.1.132,53798,22,100,156
1781430004.411256695,192.168.1.132,192.168.1.12,22,53798,92,148
1781430004.413244310,100.75.21.72,100.65.202.109,22,54459,52,108
1781430004.429420204,192.168.1.12,192.168.1.132,53798,22,92,148
1781430004.429451413,192.168.1.132,192.168.1.12,22,53798,100,156
1781430004.441990452,192.168.1.132,192.168.1.12,22,53798,100,156
1781430004.444423556,192.168.1.12,192.168.1.132,53798,22,0,62
1781430004.534741097,100.65.202.109,100.75.21.72,54459,22,84,140
1781430004.534839334,100.75.21.72,100.65.202.109,22,54459,0,56
1781430004.549521862,100.75.21.72,100.65.202.109,22,54459,52,108
1781430004.660661792,192.168.1.12,192.168.1.132,53798,22,84,140
1781430004.671175382,100.65.202.109,100.75.21.72,54459,22,84,140
1781430004.679476896,192.168.1.12,192.168.1.132,53798,22,84,140
1781430004.679999207,192.168.1.132,192.168.1.12,22,53798,0,56
1781430004.712805957,100.75.21.72,100.65.202.109,22,54459,0,56
1781430004.719109934,100.75.21.72,100.65.202.109,22,54459,52,108
1781430004.840498314,100.65.202.109,100.75.21.72,54459,22,84,140
1781430004.840565736,100.75.21.72,100.65.202.109,22,54459,0,56
1781430004.854980282,100.75.21.72,100.65.202.109,22,54459,52,108
1781430004.856354652,192.168.1.132,192.168.1.12,22,53798,92,148
1781430004.898107651,192.168.1.12,192.168.1.132,53798,22,0,62
1781430004.909800061,192.168.1.12,192.168.1.132,53798,22,100,156
1781430004.916172217,192.168.1.12,192.168.1.132,53798,22,100,156
1781430004.917709697,192.168.1.132,192.168.1.12,22,53798,0,56
1781430004.938269322,192.168.1.132,192.168.1.12,22,53798,116,172
1781430004.945221708,192.168.1.12,192.168.1.132,53798,22,164,220
1781430004.963324618,192.168.1.132,192.168.1.12,22,53798,100,156
1781430004.968027089,192.168.1.12,192.168.1.132,53798,22,92,148
1781430004.969089545,192.168.1.132,192.168.1.12,22,53798,180,236
1781430004.998695584,100.65.202.109,100.75.21.72,54459,22,0,56
1781430005.010098210,192.168.1.132,192.168.1.12,22,53798,100,156
1781430005.019205871,192.168.1.12,192.168.1.132,53798,22,0,62
1781430005.019206012,192.168.1.12,192.168.1.132,53798,22,92,148
1781430005.022632685,100.75.21.72,100.65.202.109,22,54459,0,56
1781430005.041462029,192.168.1.132,192.168.1.12,22,53798,100,156
1781430005.082893544,192.168.1.132,192.168.1.12,22,53798,100,156
1781430005.090134862,192.168.1.12,192.168.1.132,53798,22,0,62
1781430005.090243539,192.168.1.132,192.168.1.12,22,53798,92,148
1781430005.090135194,192.168.1.12,192.168.1.132,53798,22,92,148
1781430005.100098858,192.168.1.12,192.168.1.132,53798,22,92,148
1781430005.102985671,192.168.1.132,192.168.1.12,22,53798,0,56
1781430005.104896370,192.168.1.12,192.168.1.132,53798,22,100,156
1781430005.114586448,192.168.1.132,192.168.1.12,22,53798,100,156
1781430005.121943063,192.168.1.132,192.168.1.12,22,53798,100,156
1781430005.126769362,192.168.1.12,192.168.1.132,53798,22,0,62
1781430005.159179784,192.168.1.132,192.168.1.12,22,53798,100,156
1781430005.189550962,100.65.202.109,100.75.21.72,54459,22,0,56
1781430005.201421768,192.168.1.12,192.168.1.132,53798,22,0,62
